country,x,y
Bermuda,2000,5.06661088
Bermuda,2001,5.05142903
Bermuda,2002,5.05142903
Bermuda,2003,5.05142903
Bermuda,2004,5.05142903
Bermuda,2005,5.05142903
Bermuda,2006,5.05142903
Bermuda,2007,5.05142903
Bermuda,2008,5.05142903
Bermuda,2009,5.051407262
Bermuda,2010,5.066610879
Bermuda,2012,5.066610879
Bolivia,1993,9.310765373
Bolivia,1994,9.310765373
Bolivia,1995,14.33713379
Bolivia,1996,14.33890002
Bolivia,1997,17.98688613
Bolivia,1998,17.98783912
Bolivia,1999,17.98783912
Bolivia,2000,18.73122128
Bolivia,2001,18.16400904
Bolivia,2002,18.16732833
Bolivia,2003,18.26463075
Bolivia,2004,18.50712655
Bolivia,2005,18.50712655
Bolivia,2006,18.50712655
Bolivia,2007,18.50712655
Bolivia,2008,18.50712655
Bolivia,2009,18.50712655
Bolivia,2010,20.83393639
Bolivia,2012,20.83393639
Brazil,1993,9.708153684
Brazil,1994,10.72653958
Brazil,1995,11.12818364
Brazil,1996,11.85940964
Brazil,1997,12.9112439
Brazil,1998,14.18868628
Brazil,1999,15.00074596
Brazil,2000,14.35261874
Brazil,2001,17.71197478
Brazil,2002,20.26697403
Brazil,2003,20.99160532
Brazil,2004,22.73983714
Brazil,2005,24.75362901
Brazil,2006,25.99056732
Brazil,2007,25.99521546
Brazil,2008,25.99521546
Brazil,2009,25.9952495
Brazil,2010,25.97465291
Brazil,2012,25.97465291
Barbados,1993,0.071709786
Barbados,1994,0.071709786
Barbados,1995,0.071709786
Barbados,1996,0.071709786
Barbados,1997,0.071709786
Barbados,1998,0.071709786
Barbados,1999,0.071709786
Barbados,2000,0.071687645
Barbados,2001,0.071709786
Barbados,2002,0.071709786
Barbados,2003,0.071709786
Barbados,2004,0.071709786
Barbados,2005,0.071709786
Barbados,2006,0.071709786
Barbados,2007,0.071709786
Barbados,2008,0.071709786
Barbados,2009,0.071709786
Barbados,2010,0.079920613
Barbados,2012,0.079920613
Brunei Darussalam,1993,29.57558698
Brunei Darussalam,1994,29.57558698
Brunei Darussalam,1995,29.57558698
Brunei Darussalam,1996,29.57558698
Brunei Darussalam,1997,29.57558698
Brunei Darussalam,1998,29.57558698
Brunei Darussalam,1999,29.57558698
Brunei Darussalam,2000,29.57592356
Brunei Darussalam,2001,29.57558698
Brunei Darussalam,2002,29.57558698
Brunei Darussalam,2003,29.57558698
Brunei Darussalam,2004,29.57558698
Brunei Darussalam,2005,29.57558698
Brunei Darussalam,2006,29.57558698
Brunei Darussalam,2007,29.57558698
Brunei Darussalam,2008,29.57558698
Brunei Darussalam,2009,29.57558698
Brunei Darussalam,2010,29.57592354
Brunei Darussalam,2012,29.57592353
Bhutan,1993,18.10851635
Bhutan,1994,18.10851635
Bhutan,1995,26.37508722
Bhutan,1996,26.37508722
Bhutan,1997,26.37508722
Bhutan,1998,28.34731985
Bhutan,1999,28.34731985
Bhutan,2000,28.35433081
Bhutan,2001,28.34731985
Bhutan,2002,28.34731985
Bhutan,2003,28.34731985
Bhutan,2004,28.34731985
Bhutan,2005,28.34731985
Bhutan,2006,28.34731985
Bhutan,2007,28.34731985
Bhutan,2008,28.34731985
Bhutan,2009,28.34731985
Bhutan,2010,28.35433081
Bhutan,2012,28.35433081
Botswana,1993,30.93076935
Botswana,1994,30.93076935
Botswana,1995,30.9317869
Botswana,1996,30.9317869
Botswana,1997,30.9317869
Botswana,1998,30.9317869
Botswana,1999,30.9317869
Botswana,2000,37.17086644
Botswana,2001,30.9317869
Botswana,2002,30.93373342
Botswana,2003,30.93373342
Botswana,2004,30.93373342
Botswana,2005,30.93373342
Botswana,2006,30.93373342
Botswana,2007,30.93373342
Botswana,2008,30.93373342
Botswana,2009,30.93373342
Botswana,2010,37.18966775
Botswana,2012,37.19210059
Central African Republic,1993,17.74428914
Central African Republic,1994,17.74428914
Central African Republic,1995,17.74428914
Central African Republic,1996,17.74428914
Central African Republic,1997,17.74428914
Central African Republic,1998,17.74432291
Central African Republic,1999,17.74432291
Central African Republic,2000,17.7632487
Central African Republic,2001,17.74432291
Central African Republic,2002,17.74432291
Central African Republic,2003,17.74432291
Central African Republic,2004,17.74432291
Central African Republic,2005,17.74432291
Central African Republic,2006,17.74432291
Central African Republic,2007,17.74432291
Central African Republic,2008,17.74432291
Central African Republic,2009,17.74432291
Central African Republic,2010,17.96583067
Central African Republic,2012,17.97565525
Canada,1993,3.887476359
Canada,1994,3.948168306
Canada,1995,4.22620497
Canada,1996,4.381283992
Canada,1997,4.460739783
Canada,1998,4.661098307
Canada,1999,4.724153912
Canada,2000,5.722692571
Canada,2001,5.167309327
Canada,2002,5.19798443
Canada,2003,5.496285825
Canada,2004,5.518826645
Canada,2005,5.654086529
Canada,2006,5.703970641
Canada,2007,5.744112319
Canada,2008,5.874421032
Canada,2009,6.110836985
Canada,2010,6.89801202
Canada,2012,7.021379759
Central Europe and the Baltics,1993,10.84771429
Central Europe and the Baltics,1994,11.06455727
Central Europe and the Baltics,1995,11.55038955
Central Europe and the Baltics,1996,11.74905796
Central Europe and the Baltics,1997,12.2636778
Central Europe and the Baltics,1998,12.55362537
Central Europe and the Baltics,1999,12.69227571
Central Europe and the Baltics,2000,15.60593016
Central Europe and the Baltics,2001,12.78727679
Central Europe and the Baltics,2002,13.33756242
Central Europe and the Baltics,2003,13.40346947
Central Europe and the Baltics,2004,13.66434171
Central Europe and the Baltics,2005,14.1635684
Central Europe and the Baltics,2006,14.2126189
Central Europe and the Baltics,2007,14.29654919
Central Europe and the Baltics,2008,14.32830391
Central Europe and the Baltics,2009,14.34250344
Central Europe and the Baltics,2010,26.47605248
Central Europe and the Baltics,2012,26.51983927
Switzerland,1993,16.15929226
Switzerland,1994,16.25823229
Switzerland,1995,16.27585192
Switzerland,1996,20.70645606
Switzerland,1997,20.85856213
Switzerland,1998,22.17248479
Switzerland,1999,22.17248479
Switzerland,2000,22.25510354
Switzerland,2001,23.05679858
Switzerland,2002,23.05679858
Switzerland,2003,23.12946157
Switzerland,2004,23.97987411
Switzerland,2005,23.97987411
Switzerland,2006,23.98050527
Switzerland,2007,24.85025779
Switzerland,2008,24.85025779
Switzerland,2009,24.85025779
Switzerland,2010,26.30409178
Switzerland,2012,26.30409177
Channel Islands,1993,0.498667136
Channel Islands,1994,0.498667136
Channel Islands,1995,0.498667136
Channel Islands,1996,0.498667136
Channel Islands,1997,0.498667136
Channel Islands,1998,0.498667136
Channel Islands,1999,0.498667136
Channel Islands,2000,0.498667136
Channel Islands,2001,0.498667136
Channel Islands,2002,0.498667136
Channel Islands,2003,0.498667136
Channel Islands,2004,0.498667136
Channel Islands,2005,0.498667136
Channel Islands,2006,0.498667136
Channel Islands,2007,0.498667136
Channel Islands,2008,0.498667136
Channel Islands,2009,0.498667136
Channel Islands,2010,0.498667136
Chile,1993,12.82262113
Chile,1994,12.93548802
Chile,1995,13.20349867
Chile,1996,13.20349867
Chile,1997,13.20401205
Chile,1998,13.2149338
Chile,1999,13.21494274
Chile,2000,13.96205479
Chile,2001,13.21494274
Chile,2002,13.21494274
Chile,2003,13.26997365
Chile,2004,13.26997365
Chile,2005,13.26997365
Chile,2006,13.26997365
Chile,2007,13.26997365
Chile,2008,13.26997365
Chile,2009,13.26997365
Chile,2010,15.03558772
Chile,2012,15.03558772
China,1993,13.26300032
China,1994,13.40207655
China,1995,13.47127599
China,1996,13.82259006
China,1997,13.95443555
China,1998,14.08983046
China,1999,14.32634164
China,2000,14.91918351
China,2001,15.70534354
China,2002,16.02053743
China,2003,16.02850612
China,2004,16.03503743
China,2005,16.03526035
China,2006,16.03762316
China,2007,16.04283105
China,2008,16.04310192
China,2009,16.04310192
China,2010,16.12156776
China,2012,16.12416259
Cote d'Ivoire,1993,21.81733357
Cote d'Ivoire,1994,21.81733357
Cote d'Ivoire,1995,21.81733357
Cote d'Ivoire,1996,21.81747934
Cote d'Ivoire,1997,21.81747934
Cote d'Ivoire,1998,21.81747934
Cote d'Ivoire,1999,21.81747934
Cote d'Ivoire,2000,21.90207827
Cote d'Ivoire,2001,21.81747934
Cote d'Ivoire,2002,21.81747934
Cote d'Ivoire,2003,21.81752222
Cote d'Ivoire,2004,21.81752222
Cote d'Ivoire,2005,21.81752222
Cote d'Ivoire,2006,21.81752222
Cote d'Ivoire,2007,21.81752222
Cote d'Ivoire,2008,21.81752222
Cote d'Ivoire,2009,21.81752222
Cote d'Ivoire,2010,22.17250675
Cote d'Ivoire,2012,22.17250675
Cameroon,1993,7.025580871
Cameroon,1994,7.476162156
Cameroon,1995,7.493424874
Cameroon,1996,7.639105475
Cameroon,1997,7.639105475
Cameroon,1998,7.639105475
Cameroon,1999,7.639105475
Cameroon,2000,7.52096831
Cameroon,2001,8.997388281
Cameroon,2002,9.001020281
Cameroon,2003,9.001020281
Cameroon,2004,9.001020281
Cameroon,2005,9.001020281
Cameroon,2006,9.001020281
Cameroon,2007,9.001020281
Cameroon,2008,9.001020281
Cameroon,2009,9.001020281
Cameroon,2010,10.91151351
Cameroon,2012,10.91457041
"Congo, Dem. Rep.",1993,9.985379942
"Congo, Dem. Rep.",1994,9.985379942
"Congo, Dem. Rep.",1995,9.985379942
"Congo, Dem. Rep.",1996,9.985379942
"Congo, Dem. Rep.",1997,9.985379942
"Congo, Dem. Rep.",1998,9.985379942
"Congo, Dem. Rep.",1999,9.985379942
"Congo, Dem. Rep.",2000,10.16927163
"Congo, Dem. Rep.",2001,9.985379942
"Congo, Dem. Rep.",2002,9.985790156
"Congo, Dem. Rep.",2003,9.985790156
"Congo, Dem. Rep.",2004,9.985790156
"Congo, Dem. Rep.",2005,9.985790156
"Congo, Dem. Rep.",2006,9.985790156
"Congo, Dem. Rep.",2007,9.985790156
"Congo, Dem. Rep.",2008,9.985790156
"Congo, Dem. Rep.",2009,9.985790156
"Congo, Dem. Rep.",2010,12.03798441
"Congo, Dem. Rep.",2012,12.03798441
"Congo, Rep.",1993,6.717510375
"Congo, Rep.",1994,6.718416695
"Congo, Rep.",1995,6.718416695
"Congo, Rep.",1996,6.718416695
"Congo, Rep.",1997,6.718416695
"Congo, Rep.",1998,6.718416695
"Congo, Rep.",1999,8.058756282
"Congo, Rep.",2000,9.369006122
"Congo, Rep.",2001,9.604398564
"Congo, Rep.",2002,9.682038971
"Congo, Rep.",2003,9.682038971
"Congo, Rep.",2004,9.682038971
"Congo, Rep.",2005,9.682038971
"Congo, Rep.",2006,9.682038971
"Congo, Rep.",2007,9.682038971
"Congo, Rep.",2008,9.682038971
"Congo, Rep.",2009,9.682038971
"Congo, Rep.",2010,30.43890498
"Congo, Rep.",2012,30.44454687
Colombia,1993,18.05877137
Colombia,1994,18.05877137
Colombia,1995,18.25411188
Colombia,1996,18.35638004
Colombia,1997,18.3624981
Colombia,1998,18.40852304
Colombia,1999,18.40852304
Colombia,2000,18.72218629
Colombia,2001,18.44137196
Colombia,2002,19.32193308
Colombia,2003,19.32193308
Colombia,2004,19.32193308
Colombia,2005,20.04009743
Colombia,2006,20.04009743
Colombia,2007,20.17338086
Colombia,2008,20.23064181
Colombia,2009,20.53045808
Colombia,2010,20.83311047
Colombia,2012,20.83311047
Comoros,2000,0.081301839
Comoros,2010,3.986851467
Comoros,2012,3.986851467
Cabo Verde,1993,0.160097236
Cabo Verde,1994,0.160097236
Cabo Verde,1995,0.160097236
Cabo Verde,1996,0.160097236
Cabo Verde,1997,0.160097236
Cabo Verde,1998,0.160097236
Cabo Verde,1999,0.160097236
Cabo Verde,2000,0.160094517
Cabo Verde,2001,0.160097236
Cabo Verde,2002,0.160097236
Cabo Verde,2003,0.160097236
Cabo Verde,2004,0.160097236
Cabo Verde,2005,0.160097236
Cabo Verde,2006,0.160097236
Cabo Verde,2007,0.160097236
Cabo Verde,2008,0.160097236
Cabo Verde,2009,0.160097236
Cabo Verde,2010,0.160141412
Cabo Verde,2012,0.160141412
Costa Rica,1993,16.95158717
Costa Rica,1994,17.37728768
Costa Rica,1995,17.46601342
Costa Rica,1996,17.47211314
Costa Rica,1997,17.48526872
Costa Rica,1998,17.49920944
Costa Rica,1999,17.54698391
Costa Rica,2000,20.52312297
Costa Rica,2001,17.55414731
Costa Rica,2002,17.64240234
Costa Rica,2003,17.64240234
Costa Rica,2004,17.64240234
Costa Rica,2005,17.64240234
Costa Rica,2006,17.64240234
Costa Rica,2007,17.64240234
Costa Rica,2008,17.64240234
Costa Rica,2009,17.64240234
Costa Rica,2010,22.60185391
Costa Rica,2012,22.60185391
Caribbean small states,1993,3.795793369
Caribbean small states,1994,3.830053013
Caribbean small states,1995,3.843078134
Caribbean small states,1996,4.800099923
Caribbean small states,1997,4.96205803
Caribbean small states,1998,8.027121044
Caribbean small states,1999,8.117951129
Caribbean small states,2000,8.309156583
Caribbean small states,2001,8.216828659
Caribbean small states,2002,8.248010201
Caribbean small states,2003,8.254664379
Caribbean small states,2004,8.278453515
Caribbean small states,2005,8.331405035
Caribbean small states,2006,8.331405035
Caribbean small states,2007,8.375898001
Caribbean small states,2008,8.375898001
Caribbean small states,2009,8.375898001
Caribbean small states,2010,9.897359104
Caribbean small states,2012,9.902387378
Cuba,1993,2.68660148
Cuba,1994,2.68660148
Cuba,1995,2.68660148
